ar,cz,norm,cat_id,root_id,stem,stem_vowel,plural,masdar,val,transcription,meaning_variant,synonyms_ids,tags_ids,examples_ids,source_ids,disabled
مناسبة,příležitost (slavnostní atd - occasion),,[9],77,,,,,,munāsabatun,,,[50],,"[14,20]",false
نشأ (ـَ),vzniknout,,[7],206,[7],,,,,našaʾa janšaʾu,,,"[3,48,67]",,"[1,14,20]",false
نشرة,"vysílání, leták, relace",,[9],207,,,,,,našratun,,,[48],,"[1,14]",false
"نَصَحَ (ـَـ, نَصْحٌ)","poradit někomu s něčím, doporučit někomu něco (a)",,[7],208,[7],,,,ه بـ,nasaha jansahu,,,,,"[14,20,22]",false
نَظَرًا إلى,vzhledem k,,[5],209,,,,,,nazaran ilā,,,,,"[14,20]",false
هامّ,"významný, důležitý",,[1],210,,,,,,hāmmun,,,,,"[14,20]",false
هيئة,"instituce, organizace, agentura; sbor (poradní, diplomatický)",,[9],211,,,,,,hajʾatun,,,,,[14],false
متحد,"sjednocený, spojený",,[1],71,,,,,,muttahidun,,,,,[14],false
اِتِّفَاقِيَّةٌ,"smlouva, dohoda",,[9],212,,,,,,ittifāqījatun,,,[46],,"[14,20]",false
توقيعٌ,podpis (čeho),,[9],213,,,,,على,tawqīʿun,,,,,"[14,20]",false
وكالة,agentura,,[9],214,,,,,,wikālatun,,,,,[14],false
وِكَالَةُ الأَنْبَاءِ,tisková agentura,,[9],214,,,,,,wikālatu al-anbāʾi,,,,,[14],false
وَكِيلٌ (وِكَلَاءُ),zástupce,,[9],214,,,,,,wakīlun wukalāʾu,,,[35],,[14],false
وسط,"střed, centrum, prostředí",,[9],215,,,,,,wasatun (awsātun),,,,,[14],false
صناعي,průmyslový,,[1],18,,,,,,,,,[48],,"[1,20]",false
عظيم (عظاماءُ),"významný, vynikající",,[1],216,,,,,,,,,,,[20],false
مجتهد,pilný,,[1],217,,,,,,,,,[48],,"[1,20]",false
دَلِيل (دلاَئِلُ، أَدِلَّةٌ),důkaz,,[9],218,,,,,,"dalīlun (dalāʾilu, adillatun)",,,[7],,[20],false
نُمُوذَجٌ (نَمَاذِجُ) {1},"model, vzor, předloha",,[9],219,,,,,,,,,[62],,[20],false
عَامِلٌ (عُمَّالٌ),dělník,,[9],21,,,,,,ʿāmilun (ʿummālun),,,"[33,60]",,[20],false
شاطئٌ (شواطئُ),pláž,,[9],220,,,,,,,,,"[30,41]",,[20],false
مستشفى,nemocnice,,[9],221,,,,,,,,,"[9,41]",,[20],false
سياسي (ـون/ ساسةٌ),politik,,[9],222,,,,,,,,,[60],,[20],false
مُوْضُوعٌ (مواضيعُ),téma,,[9],62,,,,,,,,,"[7,46,89]",,[20],false
تَارِيخِ العالمِ الإسلامِي وحَاضَارَتِهِ,ĎAKIZ,,,223,,,,,,,,,"[63,89]",,[20],false
معهد الدراسات العربية والإفريقية,ÚBVA,,[9],75,,,,,,,,,[89],,[20],false
كليةُ آدابِ,Filozofická fakulta,,[9],224,,,,,,,,,"[35,89]",,[20],false
تذكرة (تذاكر),"jízdenka, vstupenka, lístek (ticket)",,[9],225,,,,,,taḏkaratun taḏākiru,,,"[50,52]",,"[13,20]",false
سنة (سنوات),rok,,[9],226,,,,,,,,,[86],,[20],false
عامٌ (أعوام),"""rok, """"léto""""""",,[9],227,,,,,,,,,[86],,[20],false
مفتاح (مفاتح),klíč,,[9],197,,,,,,,,,"[14,62]",,[20],false
نَقْدٌ (نُقُودٌ),peníze (používá se pl. forma),,[9],228,,,,,,naqdun (nuqūdun),,,[62],,"[13,20]",false
كفَايَة,dostatek,,[9],156,,,,,,,,,"[7,50]",,[20],false
بستان,"sad, zahrada",,[9],229,,,,,,,,,"[14,30]",,[20],false
والد (والدان),rodiče (obvykle v duálu),,[9],32,,,,,,,,,[65],,[20],false
وَلَدٌ,chlapec,,[9],32,,,,,,waladun,,,[65],,[20],false
رواية,román,,[9],230,,,,,,riwājatun,,,[29],,"[13,20]",false
جنوب,jih,,[9],231,,,,,,,,,[22],,[20],false
غَرْبٌ,západ,,[9],232,,,,,,,,,[22],,[20],false
شرق,východ,,[9],47,,,,,,,,,[22],,[20],false
مَوْعِدٌ (مَوَاعِدُ),"datum, termín, (smluvený) čas (1); schůzka (2)",,[9],233,,,,,,"mawʿidun, mawāʿidu",,,[46],,"[15,20,28]",false
هَدِيَةٌ (هَدَايَا),dárek,,[9],166,,,,,,,,,[62],,[20],false
في الماضي,v minulosti,,[5],234,,,,,,,,,,,[20],false
رَائِعٌ,"znamenitý, vynikající; nádherný, krásný",,[1],235,,,,,,,,,,,[20],false
يَعْنِي هذا,to znamená,,[5],236,,,,,,,,,,,[20],false
مشغول,zaneprázdněný,,[1],237,,,,,,,,,,,[20],false
الاتِّحَادُ الأُورُبِيُّ,Evropská Unie,,[9],238,,,,,,,,,[49],,[20],false
لمََّا = عندما,když,,[8],196,,,,,,,,,,,[20],false
معرفة (معارف),"poznatky, znalosti",,[9],29,,,,,,,,,"[7,35]",,[20],false
علاقة,vztah,,[9],239,,,,,,,,,[46],,[20],false
إخوات,sourozenci,,[9],240,,,,,,,,,"[48,65]",,"[1,20]",false
زيارة,návštěva,,[9],241,,,,,,,,,[46],,[20],false
مبنًى (مبانٍ),budova,,[9],114,,,,,,mabnan mabānin,,,"[9,41]",,[20],false
دخل,"vstoupit, nastoupit (u)",,[7],242,[7],,,,,,,,[35],,[20],false
حق (حقوق),právo,,[9],243,,,,,,ḥaqqun (ḥuqūqun),,,"[7,89]",,"[14,20]",false
جلس (ـِـ) جُلُوس,"sedět (i), sednout si (do - fí)",,[7],244,[7],,,,في,,,,[48],,"[1,20]",false
ثُمَّ,"poté, pak",,[2],245,,,,,,,,,,"nikdy, nikdy není wa thumma!!!",[20],false
فهرس (فهارس),"seznam, katalog",,[9],246,,,,,,fihrisun (fahārisu),,,[50],,"[14,20]",false
خَاصٌّ {1},týkající se něčeho,,[9],102,,,,,بـ,,,,[48],,"[1,14,20]",false
قانون (قوانين),"zákon, právní věda",,[9],247,,,,,,qānūnun (qawānīnu),,,"[7,17,89]",,[20],false
بَحْثٌ (أَبْحَاث),"výzkum, zkoumání, vědecká studie, referát (na konferenci), odborná práce",,[9],248,,,,,,bahṯun abhāṯun,,,"[46,89]",,"[14,20]",false
نادٍ (أندِيَة/نوادٍ),klub,,[9],249,,,,,,nādin (andijatun/nawādin),,,"[9,41]",,"[14,20]",false
ترام (تراموايات),tramvaj,,[9],87,,,,,,,,,"[12,41]",,[20],false
بمناسبة,při příležitosti,,[5],77,,,,,,,,,,,[20],false
نهاية,konec,,[9],250,,,,,,,,,[50],,"[14,20]",false
رَحَّبَ,přivítat,,[7],251,[4],,,,بـ,rahhaba,,,,,"[14,20]",false
برنامج (برامج),program,,[9],252,,,,,,,,,[46],,[20],false
أعمال,"jednání (na konferenci, = ta jednání)",,[9],21,,,,,,aʿmālun,,,[46],,"[14,20]",false
نشأة,vznik,,[9],206,,,,,,našʾatun,,,"[48,50]",,"[1,14,20]",false
في أواخر,"koncem, na konci",,"[6,9]",2,,,,,,,,,"[35,86]",,[20],false
حرب (حروب),válka (fem),,[9],253,,,,,,,,,[50],,[20],false
عُضْوٌ (أعضاءٌ),člen,,[9],254,,,,,,,,,"[46,48]",,"[1,20]",false
مُسْتَقِلّ (عن),nezávislý,,[1],55,,,,,,,,,"[35,48]",,"[1,20]",false
عضوية,členství,,[9],255,,,,,,ʿuḍwījatun,,,"[46,48]",,"[1,20]",false
دَعْمٌ,podpora,,[9],256,,,,,,daʿmun,,,[46],,"[14,20]",false
على إنترنيت,na internetu,,[5],87,,,,,,,,,[63],,[20],false
موْقِعٌ (مَوَاقِعُ),"místo, poloha, lokalita (1); stránka (např. webová) (2)",,[9],213,,,,,,mawqiʿun (mawāqiʿu),,,[39],,"[6,20]",false
أوائل,začátek (1); na začátku (2),,"[2,6,9]",2,,,,,,,,,[86],,[20],false
أواخر,"na konci, koncem",,"[2,6]",171,,,,,,,,,"[35,86]",,[20],false
أواسط,"uprostřed, středem (časově)",,"[2,6]",215,,,,,,,,,"[48,86]",,"[1,20]",false
منتصف,půlka (časově),,[9],257,,,,,,,,,"[48,86]",,"[1,20]",false
الجامعةُ العَرَبِيةُ,Liga Arabských států,,[9],177,,,,,,,,,[49],,[20],false
جَامِعَةُ ٱلدُّوَلِ ٱلْعَرَبِيَّةِ,Liga Arabských Států,,[9],177,,,,,,ǧāmiʿatu ad-duwali al-ʿarabījati,,,[49],,[20],false
إستقلال,nezávislost (na něčem),,[9],55,,,,,عن,istiqlālun ʿan,,,,,[20],false
نال,získat (nezávislost),,[7],258,[7],,,,هــ,,,,"[5,35,67]",,[20],false
نيل,získání,,[9],258,,,,,,,,,"[48,50]",,"[1,20]",false
وَزِيرُ الخَارِجِيَّة,ministr zahraničí,,[9],53,,,,,,,,,[46],,[20],false
حضور,"přítomnost, účast",,[9],9,,,,,,,,,[46],,[20],false
جلسة,zasedání,,[9],244,,,,,,,,,[46],,[20],false
جمعية عامّة,valné shromáždění,,[9],177,,,,,,,,,[46],,[20],false
إفتَتَح,zahájit,,[7],197,[8],,,,,,,,[35],,[20],false
جدول أعمال (جداول),pořad jednání,,[9],21,,,,,,,,,[46],,[20],false
قضية (قَضَايَا),"případ (právní), otázka (historická)",,[9],110,,,,,,,,,[46],,[20],false
رَاهِنٌ,"aktuální, současný",,[1],259,,,,,,,,حَالِيٌّ، مُعَاصِرٌ,[48],,"[1,14,20]",false
الوضع الحالي,současná situace,,[5],62,,,,,,,,,,,[20],false
هيأةُ الأممِ المتّحدةِ,OSN,,[9],211,,,,,,,,,[49],,[20],false
رياضة,sport,,[9],260,,,,,,rijāḍatun,,,[50],,"[14,20]",false
ثقافي,kulturní,,[1],79,,,,,,,,,,,"[14,20]",false
جناح (أجنحة),"křídlo, pavilon",,[9],261,,,,,,ǧināḥun (aǧniḥatun),,,"[9,48]",,"[1,14,20]",false
مَعْرِضٌ (مَعَارِضُ),"výstava, veletrh",,[9],262,,,,,,,,,"[46,48]",,"[1,20]",false
قطار سريع,rychlík,,[9],263,,,,,,,,,[12],,[20],false
حقيقة (حقائق),pravda,,[9],243,,,,,,,,,[7],,[20],false
قواعد,gramatika,,[9],264,,,,,,,,,"[48,89]",,"[1,20]",false
خِطَابٌ (ات),"projev, proslov",,[9],66,,,,,,,,,[46],,"[20,23]",false
فَقَدَ (ـِ) فَقْدٌ/فِقْدانٌ,ztratit; postrádat; propásnout,,[7],265,[7],,,,هـ,faqada (jafqidu) faqdun/fiqdānun,,,[11],,"[12,20,21]",false
أنا في حاجة,"mít potřebu (něčeho), potřebovat (něco), 1. os.",,[5],266,,,,,الى,,,,[63],,[20],false
كُرَّاسَةٌ (كَرَارِيسُ),sešit,,[9],267,,,,,,,,,"[48,89]",,"[1,20]",false
مائدة,stůl,,[9],268,,,,,,,,,"[14,48]",,"[1,20]",false
مكتبُ بريدِ,pošta,,[9],269,,,,,,,,,"[9,41]",,[20],false
حادثة المرور,dopravní nehoda,,[9],133,,,,,,,,,"[50,77]",,[20],false
فن (فنون),umění,,[9],270,,,,,,,,,"[7,48]",,"[1,20]",false
امتحان,zkouška (z),,[9],271,,,,,في,,,,"[48,89]",,"[1,20]",false
فوراً,"ihned, hned, okamžitě",,[2],272,,,,,,fawran,,,,,"[6,20]",false
حادثة (حوادث),nehoda,,[9],133,,,,,,,,,[77],,[20],false
رأْيٌ (آراءٌ),názor (na něco),,[9],118,,,,,في,,,,[7],,[20],false
لَسْتُ فِي حَاجَةٍ إلَى,"nepotřebovat (něco), nemít mít potřebu (něčeho), 1.os.",,[5],273,,,,,,,,,[63],,[20],false
فِي ٱلْمِيعَادِ,včas,,[2],274,,,,,,fi-l-mīʿādi,,,,,[20],false
نزل الثلج,"padat sníh, sněžit",,[5],275,,,,,,,,,[63],,[20],false
رَصِيفٌ (أَرْصِفَةٌ),"nástupiště zastávka, chodník, molo",,[9],276,,,,,,raṣīfun (arṣifatun),,,[41],,"[20,21]",false
بَارِزٌ,"výrazný, přední, význačný",,[1],277,,,,,,,,,[48],,"[1,20]",false
صَعِدَ (ـَـ),"vystoupit, nastoupit (do letadla), vylézt (nahoru)",,[7],278,[7],,,,الى,ṣaʿida jaṣʿadu,,,"[12,48]",,"[1,20]",false
درّاجة / عجلة,jízdní kolo,,[9],279,,,,,,,,,"[12,35]",,[20],false
مَحَلٌّ (ات/مَحَالُّ),"obchod, krám se vším (1); pozice, místo, umístění (2)",,[9],280,,,,,,maḥallun maḥallāt - maḥāllu,,,"[9,41]",,[20],false
دواءٌ (أدوِيَة),lék,,,281,,,,,,dawāʾun adwijatun,,,"[50,82]",,"[11,20,31]",false
قَرِيَة (قرًى),vesnice,,[9],282,,,,,,,,,"[39,41]",,[20],false
سَبْبٌ (أَسْبَابٌ),"příčina, důvod",,[9],283,,,,,,,,,"[7,35]",,[20],false
عيد ميلاد,"narozeniny, Vánoce",,[9],284,,,,,,,,,"[72,77]",,[20],false
اَلْمَسِيحُ,pomazaný Kristus,,[9],285,,,,,,al-masīḥu,,,"[43,75]",,[20],false
ناجِحٌ,úspěšný,,[1],286,,,,,,nāǧiḥun,,,[48],,"[1,20]",false
كلُّ,každý,,[1],287,,,,,+ singulár,,,,[21],,[20],false
كلُّ + الـ,celý,,[1],287,,,,,+ singulár,,,,[21],,[20],false
كلُّ + الـ,"všechen (všechny, všichni)",,[1],287,,,,,+ plurál,,,,[21],,[20],false
جميع الـ,"všechen (všichni, všechny)",,[1],177,,,,,+ plurál,,,,[21],,[20],false
بعض الـ,některý,,[1],288,,,,,+ plurál,,,,[21],,[20],false
أَحَدُ/إحدى الـ,"""jeden, """"nějaký""""""",,[1],89,,,,,+ plurál,,,,[21],,[20],false
نفس + ال,"tentýž, stejný",,[1],289,,,,,,,,,[21],,[20],false
سائر + الـ,ostatní,,[1],121,,,,,+ plurál,,,,[21],,[20],false
عدّة,několik,,[2],290,,,,,neosobní plurál +,,,,[21],,"[14,20]",false
أَبَدًا,"vůbec, nikdy (po záporu)",,[2],291,,,,,,abadan,,,,,"[15,20,23]",false
أجّل,"posunout, odložit",,[7],292,[4],,,,,aǧǧala,,,"[6,67]",,"[15,21]",false
مُتَأَكِّدٌ,být si (něčím) jistý,,[5],293,,,,,من (أَنَّ),mutaʾakkidun,,,[48],,"[1,15,20]",false
مَأْكُولاَتٌ,pokrmy (jídlo),,[9],65,,,,,,maʾkūlātun,,,[28],,"[15,20,23]",false
في أوائل,začátkem...,,[2],2,,,,,,fī awāʾili,,,,,[15],false
بِداية,začátek,,[9],120,,,,,,bidājatun,,,[50],,"[15,20]",false
ابتدائي,"základní, primární, počáteční",,[1],120,,,,,,ibtidāʾījun,,,,,"[15,20]",false
بركة (بِرَك),rybník,,[9],294,,,,,,birkatun (birakun),,,[64],,"[15,20]",false
تعِب (ـَ),unavit se,,[7],295,[7],,,,,taʿiba (jatʿabu),,,,,"[15,20]",false
تَعْبٌ,únava,,[9],295,,,,,,taʿbun,,,,,"[15,20]",false
جوٌّ (أجْوَاءٌ),"vzduch, ovzduší, atmosféra",,[9],296,,,,,,ǧawwun (aǧwāʾun),,,"[22,64]",,"[15,20]",false
حَارٌّ,horký,,[1],134,,,,,,ḥārrun,,,,,"[15,20,21]",false
حصد,sklízet (úrodu),,[9],297,,,,,,ḥaṣada (jaḥṣudu),,,[48],,"[1,15]",false
حَفِيد (أحفاد),vnuk,,[9],298,,,,,,ḥafīdun (aḥfādun),,,[65],,"[15,20,21]",false
والحقّ أنَّ,"je pravdou (skutečností), že...",,[5],243,,,,,,wa-l-ḥaqqu anna,,,,,"[15,21]",false
حلق (ـِـ),"holit, stříhat se",,[7],299,[7],,,,,ḥalaqa (jaḥliqu),,,,,"[15,20]",false
حلق ذقناً,holit si vousy,,[5],299,,,,,,ḥalaqa dhaqnan,,,,,"[15,20]",false
حاجة,"potřeba, nutnost",,[9],266,,,,,,ḥāǧatun,,,[50],,"[15,20]",false
لا حاجة إلى,"není třeba..., není nutno...",,[5],273,,,,,,lā ḥāǧata ilā,,,,,[15],false
حَالٌ (أَحْوَالٌ),"situace, stav, případ",,[9],78,,,,,,"ḥālun, aḥwālun",,,[46],,"[15,20]",false
على كلِّ حالٍ,v každém případě,,[5],78,,,,,,ʿalā kulli ḥālin,,,,,"[15,20]",false
حيٌّ (أحياءٌ),čtvrť,,[9],11,,,,,,ḥajjun (aḥjāʾun),,,[41],,"[15,20,21,23]",false
حيّ سكني,sídliště,,[9],11,,,,,,,,,,,[15],false
"حين , أحيان","doba, čas",,[9],300,,,,,,ḥīnun (aḥjānun),,,,,[15],false
في بعض أحيان,"někdy, občas",,"[2,5]",300,,,,,,fī baʿdi-l-aḥjāni,,,,,[15],false
خُبْزٌ,chléb,,[9],301,,,,,,ḫubzun,,,,,[12],false
خُرَافِيٌّ,"pohádkový, bájný",,[1],302,,,,,,ḫurāfījun,,,,,"[15,20]",false
خَرِيفٌ,podzim,,[9],302,,,,,,ḫarīfun,,,"[42,66,86]",,"[15,20]",false
خُضَارٌ,zelenina,,[9],303,,,,,,ḫuḍārun,,,"[28,64]",,"[15,20]",false
"خليج , خلجان",záliv,,[9],304,,,,,,"ḫalīǧun, ḫulǧānun",,,,,[15],false
الخليجُ,(státy) Zálivu,,[9],304,,,,,,al-ḫalīǧu,,,,,[15],false
ذكرى (ذكريات),vzpomínka,,[9],225,,,,,,ḏikrā (ḏikrajātun),,,,,"[15,21]",false
رَخِيصٌ (أَرْخَصُ),"levný, levnější",,[1],305,,,,,,raḫīṣun (arḫaṣu),,,,,"[15,20]",false
مرشِد,průvodce,,[9],306,,,,,,muršidun,,,"[48,60]",,"[1,15,20]",false
مريح,pohodlný,,[1],307,,,,,,murīḥun,,,[48],,"[1,15,20]",false
ساخن,teplý,,[1],308,,,,,,sāḫinun,,,,,"[15,20,21]",false
سَبَحَ (ـَ),plavat,,[7],309,[7],,,,,sabaḥa (jasbaḥu),,,[48],,"[1,15,20]",false
مسرحية,divadelní hra,,[9],310,,,,,,masraḥījatun,,,,,[15],false
سكنيٌّ,obytný,,[1],311,,,,,,sakanījun,,,,,"[15,20]",false
شاي,čaj,,[9],312,,,,,,šājun,,,[28],,"[15,20]",false
شطرنج,šachy,,[9],229,,,,,,šaṭranǧun,,,[85],,"[15,20]",false
شَمَالٌ,sever,,[9],313,,,,,,šamālun,,,[22],(šimál je v eg. levá),"[15,20]",false
مشهد (مَشَاهد),"výjev, scéna",,[9],314,,,,,,mašhadun (mašāhidu),,,[50],,"[15,20]",false
مُشَاهَدَةٌ,"sledování, shlédnutí",,[9],314,,,,,,mušāhadatun,,,"[48,88]",مُشَاهَدَةُ فِيلْمٍ sledování filmu,"[1,15,20]",false
طَبَخَ (ـُ) طَبْخٌ,"vařit, uvařit",,[7],315,[7],,,,هـ,ṭabaḫa (u) ṭabḫun,,,,,"[15,20,21,23]",false
عَرَضَ (ـِـ) عَرْضٌ {1},"předvést, dávat (představení), nabízet, vystavit",,[7],262,[7],,,,على,ʿaraḍa (jaʿriḍu),,,[48],,"[1,15,20]",false
عمليٌّ,praktický,,[1],21,,,,,,ʿamalījun,,,,,"[15,20]",false
عودة,návrat,,[9],113,,,,,,ʿawdatun,,,[88],,"[15,20]",false
عادةً,obvykle,,[2],284,,,,,,ʿādatan,,,,,"[15,20]",false
عائلي,rodinný,,[1],316,,,,,,ʿāʾilījun,,,,,[15],false
غابة,les,,[9],317,,,,,,Ghābatun,,,"[30,64]",,"[15,20]",false
فاكِهة (فَوَاكِهُ),ovoce,,[9],318,,,,,,fākihatun (fawākihu),,,"[28,64]",,"[15,20]",false
قبول,přijetí,,[9],151,,,,,,qubūlun,,,,,[15],false
قليلاً,"trochu, málo",,[2],55,,,,,,qalīlan,,,[35],,[15],false
بعد قليلٍ,za chvíli,,[5],55,,,,,,baʿda qalīlin,,,,,"[15,20]",false
كثيراً,často,,[2],319,,,,,,kaṯīran,,,,,"[15,21]",false
كُرة القَدَمِ,fotbal,,[9],320,,,,,,kuratu -l- qadami,,,"[35,70]",,"[15,20]",false
كُشْكٌ (أكشاك),"stánek, altánek, kiosk",,[9],321,,,,,,"kuškun, akšākun",,,"[9,17]",,"[15,20,21]",false
مُلْحَقٌ,"atašé (1); příloha (2), připevněný, připojený (3)",,"[1,9]",322,,,,,,mulḥaqun,,,"[46,48,60]",,"[1,15,20]",false
لِقاءٌ (ات),setkání,,[9],119,,,,,,liqāʾun,,,[46],,"[15,20]",false
مرةً,jednou,,[2],323,,,,,,marratan,,,,,[15],false
نبات (ات),rostlina,,[9],324,,,,,,nabātun,,,[35],,[15],false
نَشَرَ (ـُ),"uveřejnit, publikovat",,[7],207,[7],,,,,našara (janšuru),,,,,"[15,20]",false
منشُورٌ,"uveřejněný, publikovaný",,[1],207,,,,,,manšūrun,,,,,"[15,20]",false
منشورات,"publikace, brožury, tiskoviny",,[9],207,,,,,,manšūrātun,,,[46],,"[15,20]",false
اِنتِظار,"čekání, očekávání",,[9],209,,,,,,(i)ntiẓārun,,,[50],,"[15,20]",false
نَوْمٌ,spánek,,[9],124,,,,,,nawmun,,,[88],,"[15,20]",false
مُهْتَمٌّ,"zajímající se (o), zájemce",,[9],210,,,,,بـ,muhtammun,,,,,"[15,20]",false
مَوْسِم (مواسِمُ),sezona (ne roční období),,[9],325,,,,,,"mawsimun, mawāsimu",,,"[70,86]",,"[15,20]",false
وُصُولٌ,"příjezd, přílet, dosažení (čeho)",,[9],168,,,,,إلى,wuṣūlun,,,[50],,"[15,20]",false
طُفُولة,dětství,,[9],326,,,,,,ṭufūlatun,,,[65],,"[15,20]",false
مدرسة اِبتدائِيٌّ,základní škola,,[9],74,,,,,,,,,"[41,89]",,[20],false
مصنع (مصانع),továrna (výrobní závod),,[9],18,,,,,,,,,"[9,41]",,[20],false
مَكْتَبٌ (مَكَاتِبُ),"kancelář, úřad; psací stůl",,[9],327,,,,,,maktabun,,,[9],,[20],false
جدٌّ / جدة (أجداد),"dědeček, babička",,[9],328,,,,,,,,,[65],,[20],false
ضاحية (ضواحٍ),předměstí,,[9],329,,,,,,ḍāḥījatun (ḍawāḥin),,,[41],,"[15,20]",false
نبات (نباتات),rostlina,,[9],330,,,,,,,,,[64],,[20],false
طَائِرٌ / طَيْرٌ (طُيُورٌ),"pták, ptactvo",,[9],90,,,,,,"ṭāʾirun, ṭajrun (ṭujūrun)",,,"[64,84]",,"[15,20]",false
ضحك,smát se (a),,[7],331,[7],,,,,,,,,,[20],false
ذقن (ذُقون),brada,,[9],332,,,,,,ḏaqnun (ḏuqūnun),,,[76],,"[15,20]",false
أُسْطُورَةٌ (أسَاطِيرُ),"legenda, pověst",,[9],333,,,,,,usṭūratun (asāṭīru),,,"[34,48]",,"[1,15,20]",false
"رَسَمَ (ـُـ, رَسْمٌ)","kreslit, malovat (u)",,[7],334,[7],,,,,rasama (jarsumu),,,,,"[15,20]",false
بَطَلٌ (أبطال),hrdina,,[9],335,,,,,,"baṭalun, abṭālun",,,[33],,"[15,20,21]",false
زَهْرَة (زُهُورٌ),květina,,[9],336,,,,,,"zahratun, zuhūrun",,,[64],,"[15,20]",false
حَصَدَ (ـُـ),sklízet (úrodu),,[7],297,[7],,,,,ḥaṣada jaḥṣudu ḥaṣadun,,,,,[20],false
درَّاجة,jízdní kolo,,[9],337,,,,,,,,,"[12,35]",,[20],false
مُجَاوِرٌ,"sousedící, sousední",,[1],338,,,,,,,,,,,[20],false
مطبخ (مطابخُ),kuchyně,,[9],315,,,,,,,,,"[14,38]",,[20],false
شِتَاءٌ,zima (roční období),,[9],339,,,,,,šitāʾun,,,"[42,66,86]",,[20],false
ثلج (ثلوج),sníh,,[9],275,,,,,,,,,"[59,64]",,[20],false
سَأَلَ (ـَ) سُؤَالٌ,ptát se,,[7],33,[7],,,,,,,,"[5,67]",,[20],false
"هَبَطَ (ـُـ, هُبُوطٌ)",klesat (1); odmítnout (2),,[7],340,[7],,,,,,,,,,[20],false
سَقَطَ (ـُ) سُقُوطٌ,"spadnout, neuspět",,[7],341,[7],,,,,saqaṭa (u) suqūṭun,,,,,[20],false
شاهد (م. مشاهدة),prohlížet si něco,,[7],314,[3],,,,,,,,[48],,"[1,20]",false
مُقَارِنٌ,srovnání,,[9],342,,,,,,,,,[50],,[20],false
أَسِيرٌ (أُسَرَاءُ/أُسَارَى),zajatec,,[9],343,,,,,,,,,"[33,48]",,"[1,20]",false
خليج,zátoka,,[9],304,,,,,,,,,[22],,[20],false
مَاءٌ,voda,,[9],344,,,,,,,,,[50],,[20],false
واضح,"jasný, zřejmý",,[1],345,,,,,,,,,,,[20],false
جَرَى (ـِ) جَرِيٌّ,"běžet, utíkat (fyzicky) (1); téci, proudit, probíhat (2)",,[7],346,[7],,,,,,,,"[3,56,67,80]",,[20],false
نارٌ,oheň,,[9],347,,,,,,,,,[16],,[20],false
ذِكْرِيَّةٌ (ذِكْرَايَاتٌ),vzpomínka,,[9],225,,,,,,,,,[7],,[20],false
و الحقُّ أنَّ ...,"je pravdou, že",,[5],243,,,,,,,,,[48],,"[1,20]",false
أَمَرٌ (أُمور),"věc, záležitost",,[9],348,,,,,,amrun (umūrun),,,[46],,"[14,20]",false
اِجْتِمَاعِيٌّ,"společenský, sociální",,[1],177,,,,,,iǧtimāʿījun,,,,,"[14,20,23]",false
قام (ـُ) قِيامٌ/قَوْمٌ {1},"podniknout, provést, vykonat",,[7],73,[7],,,,بـ,qāma (jaqūmu),,,"[5,32,67]",,"[15,20]",false
ريف (أرياف),venkov,,[9],349,,,,,,,,,"[39,41]",,[20],false
في بعضِ الأحيانِ,občas,,"[2,5]",300,,,,,,,,,[63],,[20],false
فَلَّاحٌ,"rolník, zemědělec",,,350,,,,,,,,,[60],,[20],false
تِجاريٌّ,"obchodní, komerční",,[1],129,,,,,,,,,[46],,[20],false
"أخذ (ـُـ, أَخْذٌ)","brát, vzít (klidně i taxi)",,[7],58,[7],,,,,,,,"[6,67]",,[20],false
جاءَ (ـِ) مَجِيءٌ/بِجَاءٌ,přinést/přivést někomu něco,,[7],117,[7],,,,ه بـ,,,,"[5,35,67]",,[20],false
أتى (ـِ) إِتْيَانٌ,přinést někomu něco,,[7],112,[7],,,,ه بـ,,,,"[6,3,35,67]",,[20],false
"حمل (ـِـ, حَمْلٌ)","nést, nosit",,[7],351,[7],,,,,,,,,,[20],false
"وجد (يجِد ـِـ, وجود)","najít, maSdar: existence",,[7],57,[7],,,,,,,,"[6,67]",,[20],false
"وجد (يجِد ـِـ, إِيجَادٌ)","najít, maSdar: nalézání se",,[7],57,[7],,,,,,,,"[6,67]",,[20],false
"وَجِعَ (يَوْجَعُ ـَـ, وَجَعٌ)","bolet, cítit bolest",,[7],352,[7],,,,,,,,"[6,48,67]",,"[1,20]",false
شيءً (أشياءَ),věc,,,353,,,,,,,,,[50],,[20],false
وَثِيقَةٌ (وثائقُ),dokument,,[9],354,,,,,,,,,[46],,[20],false
"مشى (ـِـ, مَشْيٌ)","""jít pěšky, """"marš""""""",,[7],355,[7],,,,,mašā jamšī mašjun,,,[67],,[20],false
أَكْلٌ,jídlo,,[9],65,,,,,,aklun,,,[28],,"[15,20]",false
حمل (ـِـ),nést,,[7],351,[7],,,,,,,,,,[20],false
خَبَزَ (ـِـ),péct pečivo,,[7],301,[7],,,,,,,,[28],,[20],false
رَبِيعٌ,jaro,,[9],356,,,,,,rabīʿun,,,[66],,"[15,20,21]",false
صَيْفٌ,léto,,,357,,,,,,,,,"[66,86]",,[20],false
زَرَعَ (ـَـ),pěstovat,,[7],52,[7],,,,,zaraʿa (jazraʿu),,,,,"[15,20]",false
إِضافيٌّ,"doplňkový, náhradní",,[1],30,,,,,,ʾiḍāfījun,,,,,"[15,20]",false
فتح (ـَـ),otevřít,,[7],197,[7],,,,,,,,,,[20],false
