ar,cz,norm,cat_id,root_id,stem,stem_vowel,plural,masdar,val,transcription,meaning_variant,synonyms_ids,tags_ids,examples_ids,source_ids,disabled
تَدْرِيبٌ (ات),"trénink, cvičení",,[9],453,,,,,,tadrībun (tadrībātun),,,,,[19],false
مديريّة,"ředitelství, správa",,[9],182,,,,,,mudīrījatun,,,,,[19],false
دون أنْ,aniž by,,[8],384,,,,,,dūna an,,,,,[19],false
ذات,"mající (něco), vyznačující se (čím)",,[5],368,,,,,+ jméno v genitivu,ḏātu...,,,,,[19],false
رؤية,"shlédnutí, poznání",,[9],118,,,,,,ruʾjatun,,,[48],,"[1,19]",false
تراسل,dopisovat si (s),,[7],363,[10],,,,مع,tarāsala,,,,,[19],false
زُقَاقٌ (أَزِقَّةٌ),"ulice, ulička",,[9],623,,,,,,zuqāqun (aziqqatun),,,,,"[1,19]",false
مَسْجِدٌ (مَسَاجِدُ),mešita,,[9],624,,,,,,masǧid (masāǧidu),,,,,[19],false
تسلّم,"obdržet, převzít, dostat",,[7],441,[11],,,,,tasallama,,,,,[19],false
على السَواءِ,"jak...., tak....",,[8],625,,,,,,ʿalā-s-sawāʾi,,,[48],,"[1,19]",false
سويسرا,Švýcarsko,,[9],362,,,,,,swīsrā,,,,,[19],false
شرّف,poctít (někoho něčím),,[7],626,[4],,,,ه بـ,šarrafa,,,,,"[1,19]",false
مُشْرِقٌ,"zářný, skvělý",,[1],47,,,,,,mušriqun,,,[48],,"[1,19]",false
شِعرٌ (أشْعَارٌ),"poezie (obecný pojem), básnické dílo (celek)",,[9],145,,,,,,šiʿrun (ašʿārun),,,[34],,"[19,21]",false
شهادة,"vysvědčení, osvědčení, diplom",,[9],314,,,,,,šahādatun,,,,,[19],false
شهيّ,"chutný, lahodný",,[1],627,,,,,,šahījun,,,,,"[1,19]",false
منظّمة الصحّة العالميّة,Světová zdravotnická organizace (WHO),,,98,,,,,,munaẓẓamatu-ṣ-ṣiḥḥati-l-ʿālamījati,,,[82],,[19],false
وزارة الصحّة,ministerstvo zdravotnictví,,,628,,,,,,wizarātu - ṣ-ṣiḥḥati,,,[82],,[19],false
صحّيّ,"zdravý, zdravotní",,[1],36,,,,,,ṣiḥḥījun,,,,,[19],false
تصفّح,listovat,,[7],459,[11],,,,,taṣaffaḥa,,,[35],,[19],false
ضَمِنَ (ـَ),"zaručit, zajistit, garantovat",,[7],629,[7],,,,,ḍamina (jaḍmanu),,,,,[19],false
فَرْعٌ (فُرُوعٌ),pobočka,,[9],466,,,,,,farʿun (furūʿun),,,,,"[1,19]",false
تنفيذ,"realizace, provedení, metoda",,[9],630,,,,,,tanfīḏ,,,,,[19],false
مُتَقَدِّمٌ,"vyspělý, pokročilý, rozvinutý",,[1],152,,,,,,mutaqaddimun,,,[35],,[19],false
تعمق,prohloubit se,,[7],631,[11],,,,,taʿammaqa,,,,,[19],false
تعاوُنٌ,spolupráce,,[9],370,,,,,,taʿāwunun,,,,,[19],false
أُمنية (أمانٍ),přání,,[9],172,,,,,,umnījatun (amānin),,,[48],,"[1,19]",false
مُعْجَمٌ (مَعَاجِمُ),slovník,,[9],632,,,,,,muʿǧamun (maʿāǧimu),,,[48],,"[1,19]",false
متعدّد,"četný, početný",,[1],290,,,,,,mutaʿaddidun,,,,,[19],false
عادةٌ,zvyk,,[9],284,,,,,,ʿādatun,,,,,[19],false
تَقْلِيدٌ (تقاليدُ),"tradice, zvyk",,[9],633,,,,,,taqālīdu,,,,,[19],false
ناطق (أصلي),mluvčí (rodilý),,[9],80,,,,,,nāṭiqun (aṣlījun),,,,,[19],false
مَاسَّةً,"nutně, naléhavě",,[2],634,,,,,,māssatan,,,,,[19],false
تقاعد,"odejít do důchodu, retire",,[7],463,[10],,,,,taqāʿada,,,[48],,"[1,19,24]",false
منجز (ات),(dosažený) výsledek,,[9],635,,,,,,munǧazun,,,[48],,"[1,19]",false
أَخَذَ,začít,,[7],58,[7],,,,+ imperfektum,aḫaḏa,,,"[6,67]",,[6],false
أرضي,přízemní,,[1],382,,,,,,arḍījun,,,,,[6],false
أسفٌ,lítost,,[9],636,,,,,,asafun,,,,,[6],false
للأسف,bohužel,,[2],636,,,,,,li-l-asafi,,,,,[6],false
في آخرِ الأمرِ,nakonec,,[2],348,,,,,,fī āḫiri-l-amri,,,,,[6],false
بدءٌ,"zahájení, začátek",,[9],120,,,,,,badʾun,,,[35],,[6],false
ابتكارٌ (ات),vynález,,[9],88,,,,,,ibtikārun,,,,,[6],false
مبتكَر,vynalezený,,[1],88,,,,,,mubtakarun,,,[48],,"[1,6]",false
مُبلَّل,mokrý,,[1],637,,,,,,muballalun,,,[48],,"[1,6]",false
بِنَاية (ات),budova,,[9],114,,,,,,binājatun,,,"[9,41]",,"[6,20]",false
باب (أبواب),dveře,,[9],173,,,,,,bābun (abwābun),,,,,[6],false
اتّبع,"sledovat, uplatňovat, provádět (politiku)",,[7],617,[8],,,,,ittabaʿa,,,[48],,"[1,6]",false
استثنائي,výjimečný,,[1],638,,,,,,istiṯnāʾījun,,,[48],,"[1,6]",false
جدير بالذّكرِ أنّ..,"stojí za zmínku, že ...",,[5],639,,,,,,ǧadīrun bi-dhdhakri anna...,,,,,[6],false
تجربة (تجارب),zkušenost,,[9],640,,,,,,taǧribatun (taǧāribu),,,,,[6],false
اِجْتَمَعَ,"sejít se, shromáždit se",,[7],177,[8],,,,,iǧtamaʿa,,,,,[6],false
جمهور (جماهير),veřejnost,,[9],641,,,,,,ǧumhūrun (ǧamāhīru),,,,,[6],false
جنتيل,"laskavý, galantní, ohleduplný",,[1],95,,,,,,ǧantīlun,,,[17],,[6],false
حَاذِرٌ,opatrný,,[1],642,,,,,,ḥāḏirun,,,[48],,"[1,6]",false
احترق,hořet,,[7],643,[8],,,,,iḥtaraqa,,,[48],,"[1,6]",false
حافلة,autobus,,[9],179,,,,,,ḥāfilatun,,,,,[6],false
تحقّق,"uskutečnit se, realizovat se",,[7],243,[11],,,,,taḥaqqaqa,,,[4],,[6],false
حقّاً,"skutečně, opravdu",,[2],243,,,,,,ḥaqqan,,,,,[6],false
حليق,oholený,,[1],299,,,,,,ḥalīqun,,,,,[6],false
احمرّ,zčervenat,,[7],136,[6],,,,,iḥmarra,,,,,[6],false
حالة,případ,,[9],644,,,,,,ḥālatun,,,,,[6],false
اِخْتَبَرَ,"prověřit si, vyzkoušet (1); testovat (2)",,[7],54,[8],,,,,iḫtabara,,,,,"[6,30]",false
اِخْتِبَارٌ (ات),"test, prověření, ověření, testování, zkouška",,[9],54,,,,,,iḫtibārun,,,,,[6],false
خارجاً,ven,,[2],53,,,,,,ḫāriǧan,,,,,[6],false
اِخْتَرَعَ,vynalézt,,[7],645,[8],,,,,iḫtaraʿa,,,[48],,"[1,6]",false
اختراع (ات),vynález,,[9],645,,,,,,iḫtirāʿun,,,[48],,"[1,6]",false
استخدم,použít,,[7],369,[12],,,,,istaḫdama,,,,,[6],false
اخضرّ,"být zelený, zezelenat",,[7],303,[6],,,,,iḫḍarra,,,,,[6],false
خلل,porucha,,[9],69,,,,,,ḫalalun,,,[48],,"[1,6]",false
إلى الخلف,dozadu,,[9],14,,,,,,ila-l-ḫalfi,,,,,[6],false
ادّخر,"šetřit, ušetřit",,[7],646,[8],,,,,iddaḫara,,,[48],,"[1,6]",false
دافع (دوافع),"impuls, hybná síla",,[9],647,,,,,,dāfiʿun (dawīfiʿu),,,,,[6],false
دقيق,"přesný, důkladný",,[1],454,,,,,,daqīqun,,,[48],,"[1,6]",false
اندلع,"vypuknout, propuknout, vzplát",,[7],648,[9],,,,,indalaʿa,,,,اندلع النور في بيت بالقرب من الكلية.,"[6,20,30]",false
اِنْدَهَشَ,"divit se (1); divit se (něčemu), podivit se (něčemu) (2)",,[7],649,[9],,,,مِنْ,indahaša,,,[48],,"[1,6,23]",false
على سبيل المثال,například,,[5],417,,,,,,ʿalā sabīli-l-miṯāli,,,,,[6],false
اِسْتَلَمَ,převzít,,[7],441,[8],,,,,istalama,,,[48],,"[1,6]",false
اِسْتَمَعَ,"poslouchat (co), naslouchat (čemu)",,[7],141,[8],,,,إلى,istamaʿa,,,,,"[6,23]",false
سِنٌّ (أَسْنَانٌ),věk (1); zub (2),,[9],650,,,,,,sinnun,,,[35],,[6],false
سيّد (سادة),"paní, pán",,[9],651,,,,,,sajjidun (sādatun),,,[33],,[6],false
اِشْتَغَلَ,"pracovat (na PC, nepříliš fyzicky)",,[7],237,[8],,,,,ištaġala,,,,,"[6,22]",false
شكل (أشكال),"forma, tvar",,[9],37,,,,,,šaklun (aškālun),,,,,[6],false
صحيفة (صحوف),"noviny, listy",,[9],39,,,,,,ṣaḥīfatun (ṣuḥūfun),,,,,[6],false
مَصْدَرٌ (مَصَادِرُ),"pramen, zdroj",,[9],42,,,,,,maṣdarun (maṣādiru),,,,,"[6,23]",false
صرخ (ـُ),křičet,,[7],652,[7],,,,,ṣaraḫa,,,,,"[1,6]",false
اصفرّ,zblednout,,[7],511,[6],,,,,iṣfarra,,,,,[6],false
ضَوئيّ,světelný,,[1],653,,,,,,ḍawʾījun,,,[48],,"[1,6]",false
رجل (رجال) الإطفاءِ,hasič,,[9],654,,,,,,raǧulu-l-iṭfāʾi,,,,,[6],false
ظَرْفٌ (ظُرُوفٌ),"podmínka, okolnost",,[9],655,,,,,,ẓarfun (ẓurūfun),,,[48],,"[1,6]",false
استعجل,"pospíchat, mít naspěch",,[7],279,[12],,,,,istaʿǧala,,,,,[6],false
مَعْدِنٌ (مَعَادِنُ),"kov, nerost",,[9],656,,,,,,maʿdinun (maʿādinu),,,"[32,48]",,"[1,6]",false
من المعروفِ أنّ / والمعروفُ أنَّ ...,"je známo, že...",,[5],29,,,,,,min al-maʿrūfi anna.../ wa al-maʿrūfu anna...,,,[63],,"[6,18]",false
استعمال,použití,,[9],21,,,,,,istiʿmālun,,,[35],,[6],false
استغراب,údiv,,[9],232,,,,,,istiġrābun,,,[48],,"[1,6]",false
باستغرابٍ,udiveně,,[2],232,,,,,,bistiġrābin,,,,,[6],false
استغرق,trvat,,[7],657,[12],,,,,istaġraqa,,,[48],,"[1,6]",false
للغاية,příliš,,[2],658,,,,,,lilġājati,,,[48],,"[1,6]",false
فروسيّة,"rytiřskost, hrdinství",,[9],659,,,,,,furūsījatun,,,,,[6],false
فارس (فرسان),rytíř,,[9],659,,,,,,fārisun (fursānun),,,,,[6],false
اِفْتَقَدَ,postrádat (něco),,[7],265,[8],,,,إلى,iftaqada,,,,,"[6,30]",false
اِفْتَقَرَ,mít nedostatek (čeho),,[7],416,[8],,,,إلى,iftaqara,,,,,[6],false
فلوريدا,Florida,,[9],362,,,,,,flūrīdā,,,,,[6],false
فات (ـُو),"utéci (komu), ujet (např. vlak), uniknout (např. příležitost)",,[7],660,[7],,,,ه,fāta,,,"[5,67]",,[6],false
استقبل,"uvítat, přivítat (oficiálně)",,[7],151,[12],,,,,istaqbala,,,,,[6],false
قبل أنْ ...,"dříve, než....",,[8],151,,,,,,qabla an...,,,,,[6],false
اقتراب,přiblížení se,,[9],499,,,,,,iqtirābun,,,,,[6],false
قَرَعَ (ـَ),"klepat, ťukat",,[7],661,[7],,,,,qaraʿa,,,[48],,"[1,6]",false
أقلّ,"menší, nižší",,[1],55,,,,,,aqallu,,,,,[6],false
قائل,říkající,,[1],109,,,,,,qāʾilun,,,[35],,[6],false
قائلاً,"řka, se slovy...",,[2],109,,,,,,qāʾilan,,,,,[6],false
قوّات,jednotky (vojenské),,[9],470,,,,,,quwwātun,,,[35],,[6],false
قوي (أقوياءُ),silný,,[1],470,,,,,,qawījun (aqwijāʾu),,,,,[6],false
اكتشف,objevit,,[7],433,[8],,,,,iktašafa,,,,,[6],false
الكلّ,"všichni, všechno",,[9],287,,,,,,al-kullu,,,,,[6],false
كمّيّة,množství,,[9],608,,,,,,kammījatun,,,,,[6],false
من الملاحظ أنّ ...,"je zřejmé, že...",,[5],157,,,,,,min al-mulāḥaẓi anna...,,,[63],,[6],false
التقطَ,"udělat, zhotovit (snímek, záběr) (1); sebrat, sbírat, shromáždit (2)",,[7],662,[8],,,,,iltaqaṭa,,,,التقطَ صورة,[6],false
مَلْمُوس,"konkrétní (to, čeho se to týká)",,[1],663,,,,,,malmūsun,,,[48],,"[1,6]",false
لون (ألوان),barva,,[9],664,,,,,,lawnun (alwānun),,,[8],,"[6,20]",false
ألماس,diamant,,[9],663,,,,,,almāsun,,,,,[6],false
مياه الشّربِ,pitná voda,,[9],626,,,,,,mijāhu-š-šurbi,,,,,[6],false
مميّزة,"význačný, charakteristický rys",,[9],552,,,,,,mumajjizatun,,,,,[6],false
أنبوبة (أنابيب),"trouba, potrubí",,[9],665,,,,,,unbūbatun (anābību),,,,,[6],false
انجاز (ات),"výsledek (práce), dosažení (výsledku), vymoženost",,[9],635,,,,,,inǧāzun,,,[48],,"[1,6]",false
نَزَلَ (ـِ),"stékat, vytékat",,[7],25,[7],,,,,nazala,,,,,[6],false
نصف (أنصاف),polovina,,[9],257,,,,,,niṣfun (anṣāfun),,,,,[6],false
نصف,"napolo, polo-",,[9],257,,,,,+ jméno v genitivu,niṣfu,,,,,[6],false
اِنْتَظَرَ,"čekat (na koho,co)",,[7],209,[8],,,,"ه, هـ",intaẓara,,,,,[6],false
انتقال,přestěhování se,,[9],666,,,,,,intiqālun,,,,,[6],false
نار (نيران),"oheň, žár",,[9],347,,,,,,nārun (nīrānun),,,,,[6],false
موسّع,"rozšířený, plenární",,[1],667,,,,,,muwassaʿun,,,,,"[1,6]",false
صِفة,"rys, vlastnost, charakteristika",,[9],668,,,,,,ṣifatun,,,,,[6],false
كم من الوقت؟,jak dlouho?,,[5],669,,,,,,kam min al-waqti?,,,[63],,[6],false
سَكَنَ (ـُـ) سُكُونٌ,bydlet,,[7],311,[7],,,,,,,,,,[20],false
طَوِيلٌ,dlouhý,,[1],591,,,,,,,,,,,[20],false
وَرَّدَ (تَوْرِيدٌ),"dodávat, zásobovat",,[7],517,[4],,,,,warrada (tawrīdun),,,"[6,48,67]",,"[1,23]",false
يبّس (تيبيسّ),vysušit (příkladové slovo na IaeJ),,[7],670,[4],,,,,,,,"[6,67]",,[23],false
أكّل (تأكيل),"dát jíst, nakrmit",,[7],65,[4],,,,,akkala (juʾakkilu) taʾkīlun,,,"[28,67]",,"[22,4,23]",false
قوّم (تقويمّ),"postavit, vztyčit, narovnat (1); opravit (2); zhodnotit (3)",,[7],73,[4],,,,,qawwama,,,"[5,48,67]",,"[1,23]",false
كَسَّرَ,"rozbít (na kusy), roztřískat",,[7],671,[4],,,,,kassara,,,,,[23],false
قتّل,"pobít, zmasakrovat",,[7],672,[4],,,,هــ,,,,,intenzivní význam,[23],false
علّم,učit (někoho něčemu),,[7],97,[4],,,,ه هـ,ʿallama,,,[35],,[23],false
حمّل,naložit někomu,,[7],351,[4],,,,هــ,,,,,"kauzativně-faktativní význam (způsobit, aby něco nastalo)",[23],false
فرّح,rozveselit někoho,,[7],150,[4],,,,هــ,,,,,"kauzativně-faktativní význam (způsobit, aby něco nastalo)",[23],false
كَذَّبَ (1),"prohlašovat něco za lež = dementovat (1); nevěřit, prohlásit za lháře (2)",,[7],673,[4],,,,,,,,,deklarativní význam,[23],false
جيّش,mobilizovat,,[7],674,[4],,,,,,,,"[5,67]",deklarativní význam,[23],false
حَكَمَ (ـُـ) حُكْم {2},vládnout něčemu,,[7],180,[7],,,,هــ,ḥakama (jaḥkumu),,,,,[23],false
ردّ (ـُ),"odpovědět na, reagovat na, vrátit něco",,[7],675,[7],,,,على,radda (jaruddu),,,[4],,[23],false
ودّ (ـَـ),"mít rád koho, co",,[7],676,[7],,,,هــ/ه,wadda (jawaddu),,,"[6,4,67]",,[23],false
فشل (ـَـ),neuspět v,,[7],677,[7],,,,في,fašala (jafšalu),,,,,[23],false
مرّ (ـُـ),"stavit se, zastavit se u někoho",,[7],323,[7],,,,على,marra (jamurru),,,"[4,48]",,"[1,23]",false
حلّ (ـُـ),vyřešit něco,,[7],450,[7],,,,هــ,ḥalla (jaḥullu),,,[4],,[23],false
همّ (ـُ),dělat někomu starosti,,[7],210,[7],,,,ه,hamma (jahummu),,,[4],,[23],false
بثّ (ـُـ),"vysílat, šířit, rozšiřovat koho, co",,[7],678,[7],,,,هــ,baṯṯa (jabuṯṯu),,,[4],,[23],false
بذل (ـِـ) جهداً (جهوداً),vynakládat (úsilí),,[7],679,[7],,,,,baḏala (jabḏilu),,,[35],,[23],false
وضع (ـَـ),vypracovat něco (kancelářsko-intelektuální práce),,[7],62,[7],,,,,waḍaʿa (jaḍaʿu),,,"[6,67]",,"[18,23]",false
سلّح,ozbrojit,,[7],680,[4],,,,ه بــ,sallaḥa,,,[48],,"[1,23]",false
حرّر,"osvobodit, uvolnit",,[7],134,[4],,,,هــ,ḥarrara,,,"[4,32]",,[23],false
أتاح,poskytnout někomu něco,,[7],681,[5],,,,هــ/لــ,atāḥa,,,"[5,67]",,[23],false
أَحَبَّ,"mít rád, milovat někoho/něco",,[7],586,[5],,,,هــ/ه,aḥabba,,,[4],,"[11,23]",false
أتمّ,dokončit něco,,[7],366,[5],,,,هــ,atamma,,,[4],,[23],false
أفاد,informovat někoho o něčem,,[7],44,[5],,,,ه بــ/بأنَّ,afāda,,,"[5,67]",,"[1,23]",false
انبغى,"být nutné, být nezbytné",,[7],682,[9],,,,أنْ,inbaġī,,,"[3,48,67]","nemá perfektní podobu, v minulosti kána + janbaghí","[1,23]",false
اِنْتَهَزَ,"chopit se (příležitosti), využít (výhodu)",,[7],409,[8],,,,هـ,intahaza,,,[48],,"[1,23,33,34]",false
ارتبك,upadnout do rozpaků,,[7],683,[8],,,,,irtabaka,,,[48],,"[1,23]",false
ازدهر,"rozkvést, rozkvétat",,[7],336,[8],,,,,izdahara,,,,,[23],false
استقرّ,stabilizovat se,,[7],201,[12],,,,,istaqarra,,,[4],,[23],false
تَدَهْوَرَ,"zhoršit se, pokazit se",,[7],684,[1],,,,,tadahwara,,,"[2,5,67]",,[23],false
اِضْمَحَلَّ,"zmizet, ztratit se, zaniknout",,[7],685,[2],,,,,iḍmaḥalla,,,"[2,11]",,[23],false
تعبيرٌ (تعابيرُ),"vyjádření, výraz, fráze",,[9],394,,,,,,taʿbīrun (taʿābīru),,,,,[23],false
هُجُومٌ (ات),útok,,[9],686,,,,,,huǧūmun,,,"[77,88]",,"[20,23]",false
زعِيم (زُعَمَاءُ),"vůdce, představitel",,[9],687,,,,,,zaʿīmun (zuʿamāʾu),,,,,[23],false
بطُولة,mistrovství,,[9],335,,,,,,,,,,,[23],false
قرنُ الوسطى,středověk,,[9],342,,,,,,,,,[35],,[23],false
همٌّ (هُمُوم),starost,,[9],210,,,,,,,,,,,[23],false
وجهٌ (وُجُوهٌ) {1},"tvář, obličej (1) ; povrch, hladina (2)",,[9],688,,,,,,waǧhun,,,,,[23],false
غُروبٌ,západ slunce,,[9],232,,,,,,,,,,,[23],false
بَثٌّ حيٌّ,živé vysílání,,[9],678,,,,,,,,,,,[23],false
ذكرى (ذكرايات),"vzpomínka, připomínka - feminimum",,[9],225,,,,,,,,,,,[23],false
مُتَحَدِّثٌ,"""mluvčí (""""jménem"""")""",,[9],133,,,,,بِٱسْمِ,,,,"[46,60]",مُتَحَدِّثٌ بِٱسْمِ ٱلْوِزَارَةِ mluvčí ministerstva,[23],false
مليء,plný,,[1],689,,,,,,,,,[48],,"[1,23]",false
مُسَلَّحٌ,ozbrojený,,[1],680,,,,,,,,,,,[23],false
ارهابيٌّ,"terorista, teroristický",,[1],45,,,,,,,,,,,[23],false
فَضَائِيٌّ,"satelitní, vesmírný",,[1],690,,,,,,,,,,نِظَامُ ٱلاِتِّصَالاَتِ ٱلْفَضَائِيُّ satelitní komunikační systém,[23],false
عاديٌّ,běžný,,[1],284,,,,,,,,,,,[23],false
بِشَكْلٍ مُنْتَظِمٍ,pravidelně,,[2],98,,,,,,bi-šaklin muntaẓimin,,,,,[23],false
بانتظامٍ,pravidelně,,[2],98,,,,,,,,,,,[23],false
إلاَّ,pouze,,[2],95,,,,,+ zápor,,,,,,[23],false
بديهمٌّ,"""""""to je jedno, to je fuk, na tom nesejde""""""",,[5],95,,,,,,,,,"[35,48]",,"[1,23]",false
آخر,poslední (v poslední),,[1],171,,,,,+ neurčené,,,,,,"[1,23]",false
آخر,konec (na konci),,,171,,,,,+ určené,,,,,,[23],false
بِضعُ,"pár, několik, málo",,,606,,,,,"+ neurčené GS v plurálu, polarita",,,,,,[23],false
طُول,"""""""po celou dobu"""" (předložka)""",,[6],591,,,,,,,,,,,[23],false
تصبِح على خير!,Dobrou noc.,,[5],522,,,,,,,,,,,[23],false
أنت من أهله.,"""""""Ty jsi z lidu Dobrého."""" (odpověď na """"Dobrou noc."""")""",,[5],691,,,,,,,,,,,[23],false
دمعة (دموعة),slzy,,[9],692,,,,,,,,,"[35,48]",,"[1,23]",false
مسح (ـَـ),"namazat, natřít",,[7],285,[7],,,,هــ,,,,,,[23],false
جنديٌّ (جنودٌ),voják,,,693,,,,,,,,,[60],,[23],false
قَراَرٌ (ات),rozhodnutí,,,201,,,,,,,,,,,[23],false
النِزاعُ الفِلَسْطِينِي الإِسْرائِيلي,Izraelsko-palestinský konflikt,,,567,,,,,,,,,,,[23],false
مَهَم (مَهَام),"úkol, povinnost",,,210,,,,,,,,,,,,false
تَحَسَّنَ,zlepšit se,,[7],414,[11],,,,,taḥassana,,,[11],,"[19,20,23]",false
غَيْرَ أَنّ,"avšak, nicméně",,[8],395,,,,,,ġajri anna,,,[35],,"[20,23]",false
أَجْهِزَةٌ إِلِكْتْرُونِّية,"elektronika, elektronické přístroje",,,132,,,,,,,,,"[68,73]",,"[20,23]",false
مَوْسُوعَةٌ (ات),encyklopedie,,,26,,,,,,,,,[89],,"[20,23]",false
مُصَّورٌ,"ilustrovaný, obrázkový",,"[1,2]",99,,,,,,muṣawwarun,,,[48],,"[1,20,23]",false
بَاحِثٌ (ون),"badatel, výzkumník, vědec, výzkumný pracovník",,,248,,,,,,bāḥiṯun (-ūna),,,[60],,"[7,20,23]",false
اِنْقَسَمَ,"rozdělit se, být rozdělen na",,[7],202,[9],,,,إِلَى,,,,,,[23],false
عَبَرَ (ـُ) عُبُورٌ,přejít (něco),,[7],394,[7],,,,هـ,ʿabara (u) ʿubūrun,,,,,[23],false
جِسْرٌ (جُسُورٌ),most,,,694,,,,,,,,,,,"[11,23]",false
اِنْعَطَفَ,"zahnout, zabočit",,[7],596,[9],,,,إِلَى,,,,[48],,"[1,23]",false
اليَسَارُ,levá strana,,,695,,,,,,,,,,,[23],false
فِيلْمٌ وَثَائِقِيّ,dokumentární film,,,354,,,,,,,,,,,[23],false
حِمَايَةُ البِيئَةِ,ochrana životního prostředí,,,620,,,,,,,,,,,[23],false
فَاسِدٌ,zkorumpovaný,,[1],696,,,,,,,,,,,[23],false
مِنَ السَهْلِ أَنْ,je snadné,,[5],35,,,,,,,,,[63],,[23],false
رَسّامٌ (ون),malíř,,,334,,,,,,,,,,,[23],false
شَاهِدٌ (شُهُودٌ),svědek (1); notář (2),,,314,,,,,,,,,,,[23],false
الشُرْطَة,policie,,,600,,,,,,,,,,,[23],false
مُسْتَشْرِقٌ (ون),orientalista,,,47,,,,,,,,,,,[23],false
فِي الوَقْتِ الَذِي...... فِيهِ,"v době, kdy",,,169,,,,,,,,,,,[23],false
العُثْمَانِيّونَ,Osmané,,,362,,,,,,,,,,,[23],false
فِيِينا,Vídeň,,,362,,,,,,,,,,,[23],false
كَسَرَ (ـِ) كَسْرٌ,rozbít; zlomit,,,671,,,,,ه,,,,,,[23],false
نَتِيجَةً,v důsledku,,,374,,,,,لِــ,,,,,,[23],false
المُسْتَقْبَلُ,budoucnost,,[9],151,,,,,,al-mustaqbalu,,,,,"[19,23]",false
شَكَا (ـُـ) شَكْوٌ,stěžovat si někomu na něco/někoho,,,697,,,,,لِــ/إِلَى مِنْ,,,,,,[23],false
(اللُغَة) العِبْرِيّة,"hebrejština, hebrejský jazyk",,,394,,,,,,,,,,,[23],false
مُجْرِمٌ (ون),zločinec,,,698,,,,,,,,,,,[23],false
هَرَبَ (ـُـ) هُرُوبٌ,"utéct, uniknout",,,699,,,,,,,,,[48],,"[1,23]",false
عَبرَ,"přes, skrze",,,394,,,,,,,,,,,[23],false
مَادّةٌ (مَوَادّ),"látka, materiál",,,700,,,,,,māddatun (mawāddu),,,,,[23],false
مُطْرِبٌ (ون),zpěvák,,,701,,,,,,,,,,,[23],false
اِعْتَبَرَ,"považovat, pokládat (něco/někoho za něco/někoho)",,[7],394,[8],,,,هـ/ه هـ/ه,iʿtabara,,,,,[23],false
طرِيقٌ (طُرُقٌ),"cesta, silnice",,,555,,,,,,,,,,,[23],false
أَتَاحَ فُرْصَةً,poskytnout (někomu) příležitost,,[7],681,[5],,,,لِـ,atāḥa furṣatan,,,"[5,67]",,[23],false
وَلَدَ (يَلِدُ) وِلاَدَةٌ,"porodit, (pas.) narodit se",,[7],32,[7],,,,ه,,,,"[6,67]",,[23],false
اِسْتِعْراضٌ عَسْكَرِيّ,vojenská přehlídka,,,262,,,,,,,,,,,[23],false
لَذِيذٌ (ألذُّ),"chutný, lahodný",,[1],702,,,,,,,,,,,[23],false
بَائِعٌ (بَاعَة),"obchodník, prodavač",,,116,,,,,,,,,,,[23],false
خَاطِئ,"chybný, nesprávný",,[1],587,,,,,,,,,,,[23],false
اِحْتَرَمَ,"vážit si, respektovat",,[7],703,[8],,,,هـ,iḥtarama,,,,,"[1,23]",false
شَرّفَ بِزِيَارَة,poctít někoho návštěvou,,,626,,,,,هـ,,,,[63],,[23],false
بَذَلَ (ـُـِ) جُهُودًا,vynaložit úsilí,,[5],679,,,,,,baḏala (u) ǧuhūdan,,,[63],,[23],false
كَافٍ,dostatečný,,[1],156,,,,,,,,,,,[23],false
فَتْرَةُ الاِمْتِحَانَاتِ,zkouškové období,,,271,,,,,,,,,,,[23],false
بِنَجَاحٍ,úspěšně,,[2],286,,,,,,,,,,,[23],false
طَرِيقَةٌ (طُرُقٌ),metoda; způsob,,,555,,,,,,,,,,,[23],false
البَحْثُ العِلْمِيُّ,vědecký výzkum,,,248,,,,,,,,,,,[23],false
رحلة (ات),"cesta, výlet",,,490,,,,,,riḥlatun,,,,,,false
أَحْسَنَ,"umět něco dobře, dobře zacházet",,[7],414,[5],,,,هــ,aḥsana,,,,,"[18,21]",false
ظُهْرٌ (أَظْهَارٌ),poledne,,,147,,,,,,ẓuhrun,,,[86],,"[20,21]",false
بَحَثَ (ـَـ) بَحْثٌ,hledat,,[7],248,[7],,,,عن,baḥaṯa ʿan,,,,,"[13,21]",false
ذَهَبَ (ـَ) ذَهَابٌ/ذُهُوبٌ,jít,,[7],704,[7],,,,,ḏahaba (jaḏhabu) ḏahābun,,,,,,false
قام (ـُ) قِيامٌ/قَوْمٌ {3},"stát, vstát, postavit se (1); odjet dopravním prostředkem (2)",,[7],73,[7],,,,,qāma (jaqūmu),,,"[5,67]",قَامَ مِنَ ٱلنَّوْمِ vstávat,[21],false
مَوْقِفٌ (مواقِفُ),"postoj (k), názor (ohledně) (1); zastávka (2)",,,435,,,,,من,mawqifun (mawāqifu),,,[50],,"[20,21,28]",false
حُكْمٌ,"rozsudek, rozhodnutí (1); posouzení, zhodnocení (2)",,,180,,,,,على,,,,[46],,"[20,21,4,5]",false
مُكَثَّفٌ,intenzivní,,[1],705,,,,,,mukaṯṯafun,,,,,"[13,20,21]",false
لاَ دَاعِيَ لِـ,není důvodu k,,[5],706,,,,,,,,,,,,false
تَرْبِيَة,"pedagogika, vzdělávání",,[9],400,[4],,,,,tarbijatun,,,[36],,,false
